594,32,1
16.7,0.1787,0.01131,175.7,0.002732,0.0904,0.06543,34.19,6.546e-13,192.7,0.0001348,534.2,521.9,237.2,63.98,1.553,27.08,0.2137,0.008741,1562.0,0.00616,0.2671,0.6209,83.28,178.6,1846.0,0.009554,1301.0,846.3,182.0,75.07,-3.486,0
11.44,0.1372,0.009142,193.6,0.002138,0.06761,0.01988,23.63,5.692e-14,81.34,4.95e-05,369.2,357.4,395.9,57.26,1.395,29.29,0.2261,0.008055,1630.0,0.006357,0.2759,0.6435,85.94,197.4,2058.0,0.009132,1343.0,915.3,368.1,102.3,-3.546,0
14.37,0.1568,0.01111,174.4,0.002438,0.08328,0.04908,30.83,7.115e-13,208.2,0.0001015,481.7,449.1,295.3,57.86,1.514,27.51,0.2196,0.00856,1568.0,0.006324,0.2758,0.6842,84.46,163.0,1999.0,0.009307,1320.0,859.8,199.4,85.98,-3.678,0
11.87,0.1419,0.007259,168.5,0.002009,0.066,0.03542,26.2,8.538e-14,117.8,6.526e-05,409.3,371.0,216.8,50.17,1.298,26.96,0.2231,0.007239,1566.0,0.006013,0.2622,0.6311,84.22,208.3,1843.0,0.009329,1316.0,842.6,193.9,81.05,-3.452,0
15.09,0.1724,0.01112,161.5,0.002572,0.0814,0.02642,28.26,8.538e-14,68.52,3.508e-05,441.6,471.6,293.4,63.45,1.404,27.05,0.2107,0.01075,1553.0,0.006953,0.3022,0.6465,85.57,208.3,2461.0,0.009292,1337.0,845.2,204.7,82.11,-3.239,0
8.518,0.1069,0.002676,275.2,0.002253,0.08472,0.07845,25.59,8.545e-13,162.7,0.0006246,399.9,266.2,127.2,31.43,12.26,14.22,0.09514,0.002258,1682.0,0.004885,0.1953,0.4849,40.86,220.6,1302.0,0.009452,638.4,444.3,209.2,50.06,-6.03,0
26.84,0.2138,0.007966,183.0,0.002563,0.0976,0.06319,48.27,9.935,278.7,0.0005015,754.2,838.8,818.1,75.49,1.401,35.66,0.2651,0.006425,1547.0,0.004768,0.2098,0.5258,95.08,131.9,1180.0,0.01022,1486.0,1114.0,483.4,99.41,-3.553,0
17.23,0.1816,0.006126,157.1,0.001791,0.0608,0.03376,32.89,17.39,32.44,5.743e-05,513.8,538.4,507.7,68.54,1.274,35.41,0.3004,0.006686,1554.0,0.005459,0.2481,0.6144,101.5,213.0,1650.0,0.009178,1586.0,1107.0,337.5,115.6,-3.541,0
11.77,0.1367,0.01078,204.1,0.002526,0.07945,0.06016,25.83,4.269e-13,106.9,0.0001575,403.6,367.9,262.6,45.22,1.554,22.67,0.1655,0.008253,1646.0,0.006717,0.2803,0.6455,72.56,220.6,1972.0,0.009521,1134.0,708.5,212.3,62.87,-3.485,0
13.65,0.1621,0.009423,202.9,0.002025,0.06764,0.03486,32.36,11.59,86.36,6.667e-05,505.7,426.7,319.8,43.38,1.413,22.29,0.1613,0.006548,1628.0,0.007003,0.2919,0.5513,65.37,208.2,2217.0,0.009095,1021.0,696.5,311.9,72.29,-3.995,0
17.13,0.1852,0.01433,163.4,0.002967,0.09557,0.03206,35.85,8.93,61.49,5.533e-05,560.1,535.2,329.6,74.75,1.465,32.11,0.2744,0.01207,1542.0,0.006666,0.297,0.6636,96.02,185.2,2365.0,0.009257,1500.0,1004.0,216.1,106.1,-3.272,0
19.83,0.1879,0.007772,163.1,0.002322,0.07868,0.0305,38.12,5.692e-14,60.88,5.516e-05,595.6,619.7,631.6,71.5,1.352,35.47,0.2826,0.007492,1563.0,0.0056,0.2496,0.6173,100.7,197.4,1718.0,0.009375,1573.0,1109.0,384.7,105.7,-3.385,0
15.18,0.1684,0.006754,172.3,0.001864,0.06556,0.03655,34.78,5.692e-14,40.16,3.46e-05,543.4,474.3,388.9,59.95,1.425,26.65,0.206,0.006299,1606.0,0.00592,0.2564,0.6479,79.36,197.4,1735.0,0.009272,1240.0,832.7,344.6,94.49,-3.65,0
12.0,0.136,0.006868,179.4,0.001865,0.06228,0.04873,27.89,9.107e-13,83.81,7.232e-05,435.8,375.0,309.2,49.04,1.459,20.79,0.143,0.005128,1597.0,0.005886,0.2443,0.6498,61.19,170.5,1537.0,0.009179,956.0,649.7,360.5,72.21,-3.928,0
33.99,0.2178,0.01063,196.0,0.002588,0.08934,0.05821,59.16,5.692e-14,117.2,8.615e-05,924.3,1062.0,1196.0,71.46,1.337,40.26,0.2902,0.009365,1549.0,0.005947,0.261,0.6016,103.1,197.4,1731.0,0.009371,1610.0,1258.0,615.3,103.5,-3.341,0
10.13,0.1144,0.009894,225.6,0.002042,0.07141,0.06135,27.04,4.269e-13,248.3,4.636e-05,422.5,316.7,246.6,48.89,1.503,19.53,0.1454,0.006189,1713.0,0.00693,0.2873,0.6508,59.87,220.6,2190.0,0.009097,935.5,610.4,204.1,73.18,-4.007,0
11.59,0.1295,0.002726,177.7,0.001036,0.03627,0.04816,25.32,4.269e-13,73.1,5.005e-05,395.6,362.3,361.6,42.19,1.283,20.56,0.143,0.002389,1626.0,0.005132,0.2125,0.5256,61.78,220.6,1215.0,0.00912,965.3,642.5,328.1,77.62,-4.563,0
33.96,0.2428,0.01276,182.5,0.002817,0.09736,0.05645,59.19,32.1,305.4,0.0001142,924.8,1061.0,1142.0,64.79,1.32,36.02,0.2583,0.01013,1566.0,0.00639,0.2764,0.5626,96.88,201.1,1922.0,0.009144,1514.0,1126.0,520.6,86.21,-3.382,0
17.95,0.1879,0.01032,177.8,0.002478,0.08364,0.049,34.4,16.4,312.4,7.034e-05,537.5,560.8,614.2,75.55,1.379,35.82,0.2917,0.009158,1577.0,0.006348,0.2806,0.6153,100.6,215.5,2117.0,0.009362,1572.0,1119.0,390.7,108.5,-3.539,0
19.44,0.1702,0.009547,163.2,0.002623,0.09654,0.1937,31.73,36.84,449.0,0.0005017,495.7,607.5,731.3,69.05,1.628,41.03,0.3136,0.007177,1542.0,0.00482,0.2176,0.5554,103.7,172.2,1441.0,0.009676,1620.0,1282.0,602.0,140.9,-3.994,0
12.68,0.1426,0.01237,172.4,0.002528,0.08184,0.04144,24.8,5.789,44.86,3.701e-05,387.5,396.2,498.8,66.28,1.3,33.71,0.2691,0.01212,1579.0,0.007125,0.3159,0.6161,96.36,219.9,2662.0,0.009277,1506.0,1053.0,350.8,114.4,-3.327,0
13.43,0.1366,0.01538,196.3,0.003226,0.1074,0.03079,34.06,4.269e-13,95.18,0.0001402,532.2,419.7,201.6,54.33,1.46,18.93,0.1319,0.0117,1549.0,0.007037,0.2935,0.6744,62.53,220.6,2205.0,0.009881,977.1,591.6,173.8,56.96,-3.06,0
30.98,0.2546,0.002497,181.4,0.001186,0.05411,0.03218,56.27,19.85,47.85,0.0002692,879.3,968.2,930.8,89.31,1.318,53.56,0.4364,0.001849,1539.0,0.002486,0.1225,0.5711,128.3,140.0,399.1,0.009755,2005.0,1674.0,490.6,152.0,-4.02,0
22.46,0.1746,0.005455,166.4,0.002795,0.1059,0.05817,44.6,30.99,366.6,0.001083,696.9,702.0,672.9,73.13,1.537,27.13,0.1773,0.002601,1629.0,0.003324,0.1378,0.5919,66.72,161.9,523.0,0.01034,1042.0,847.8,451.5,84.88,-4.352,0
13.7,0.1371,0.009667,278.7,0.003817,0.1365,0.02306,33.0,5.692e-13,115.2,0.0002196,515.6,428.3,183.6,43.73,1.23,13.18,0.09361,0.00689,1602.0,0.006577,0.2585,0.6331,37.09,129.3,1703.0,0.01057,579.5,411.9,159.9,42.41,-3.3,0
12.97,0.1174,0.002416,199.7,0.001636,0.06632,0.03071,28.04,29.03,38.68,0.0001527,438.0,405.4,392.7,55.09,1.302,22.79,0.1541,0.002036,1728.0,0.003897,0.1632,0.5436,60.15,204.2,713.7,0.009704,939.8,712.2,396.6,87.03,-4.36,0
20.88,0.1744,0.003901,168.2,0.001472,0.05812,0.04894,39.56,4.269e-13,155.4,0.0001189,618.1,652.4,578.6,79.71,1.285,35.62,0.2787,0.003223,1580.0,0.004032,0.1822,0.5103,97.94,220.6,817.5,0.00922,1530.0,1113.0,381.6,124.5,-4.165,0
18.77,0.124,0.003432,149.9,0.001146,0.04585,0.0348,33.09,4.269e-13,25.68,3.797e-05,517.0,586.6,1024.0,73.9,1.282,57.41,0.4476,0.005321,1572.0,0.004793,0.2416,0.5187,139.2,220.6,1541.0,0.00907,2175.0,1794.0,758.8,204.5,-4.017,0
18.51,0.1563,0.006367,175.4,0.002173,0.07921,0.03184,35.96,0.0,110.4,9.637e-05,561.9,578.5,483.8,67.9,1.366,29.09,0.2077,0.004674,1629.0,0.004506,0.1916,0.6221,78.14,187.5,1015.0,0.009797,1221.0,908.9,402.7,100.2,-3.734,0
5.381,0.04806,0.001562,170.9,0.001662,0.06024,0.04475,12.37,4.269e-13,86.16,0.000224,193.3,168.2,184.6,20.35,1.282,14.91,0.07485,0.00108,1726.0,0.004474,0.1712,0.551,33.26,220.6,764.9,0.009241,519.7,466.0,417.3,28.91,-4.289,0
18.37,0.2008,0.01338,166.6,0.002876,0.09494,0.05211,40.43,45.41,218.3,6.273e-05,631.7,574.0,216.7,76.63,1.208,27.31,0.2066,0.008,1583.0,0.007184,0.306,0.5668,78.65,175.5,2724.0,0.009235,1229.0,853.4,197.6,80.58,-3.448,0
18.62,0.17,0.01192,178.8,0.00367,0.1243,0.02117,38.28,16.81,93.78,0.0001244,598.2,581.8,526.7,60.13,1.409,21.31,0.151,0.008854,1600.0,0.007967,0.3239,0.6232,61.09,132.5,2821.0,0.009625,954.6,665.8,214.2,63.55,-3.642,0
15.09,0.1562,0.005047,182.3,0.001999,0.07318,0.05695,31.83,11.7,69.01,0.0001295,497.3,471.6,548.0,65.6,1.311,35.97,0.2441,0.004778,1592.0,0.005089,0.2191,0.5014,88.65,218.6,1335.0,0.009105,1385.0,1124.0,696.6,110.9,-4.046,0
20.87,0.184,0.008612,168.1,0.00247,0.08377,0.04593,41.94,4.799,78.96,6.113e-05,655.4,652.3,567.9,68.73,1.3,32.41,0.2282,0.01126,1601.0,0.008015,0.3437,0.534,80.43,194.3,3103.0,0.009082,1257.0,1013.0,528.2,105.0,-3.535,0
17.97,0.1596,0.001318,159.7,0.001099,0.04374,0.0358,36.93,10.95,49.08,0.0001132,577.0,561.6,226.3,55.22,1.247,25.78,0.1735,0.001624,1582.0,0.003275,0.1417,0.5367,75.46,219.2,574.1,0.009112,1179.0,805.6,225.8,83.13,-4.194,0
16.55,0.1773,0.001926,179.6,0.00105,0.03793,0.03278,36.88,16.35,13.78,5.115e-05,576.2,517.2,267.6,42.57,1.335,20.11,0.147,0.001853,1571.0,0.003868,0.1619,0.4796,58.64,203.6,688.3,0.009082,916.2,628.5,193.0,55.0,-4.154,0
22.43,0.1873,0.006666,220.7,0.002393,0.08418,0.02809,45.05,15.57,130.7,0.0001949,703.9,700.9,596.1,69.03,1.42,27.27,0.1846,0.005395,1587.0,0.004593,0.1902,0.549,68.68,183.7,949.9,0.009268,1073.0,852.3,438.3,75.12,-3.665,0
11.67,0.1455,0.006443,192.2,0.00192,0.06886,0.05702,27.45,13.32,295.5,4.805e-05,428.9,364.5,217.9,37.01,1.378,19.46,0.1367,0.005648,1629.0,0.006503,0.2651,0.5042,55.85,217.3,1772.0,0.009111,872.7,608.2,231.5,61.65,-3.875,0
13.88,0.1156,0.007603,178.6,0.001938,0.07254,0.03217,25.47,4.269e-13,120.9,5.792e-05,398.0,433.9,595.3,53.11,1.243,29.52,0.2137,0.009645,1636.0,0.007592,0.3235,0.5017,77.95,220.6,2948.0,0.00917,1218.0,922.5,461.0,103.1,-3.545,0
18.97,0.2153,0.004349,186.7,0.001217,0.0403,0.02596,37.03,4.269e-13,43.51,3.621e-05,578.6,592.7,588.7,58.43,1.217,32.66,0.2684,0.006665,1586.0,0.006824,0.2936,0.4319,86.4,220.6,2279.0,0.00908,1350.0,1021.0,423.1,96.9,-4.03,0
12.18,0.1121,0.002806,185.4,0.001522,0.05723,0.06048,27.02,17.42,94.76,0.0001904,422.2,380.7,449.6,40.36,1.045,17.31,0.1228,0.002392,1690.0,0.00499,0.1984,0.5937,48.07,214.1,1054.0,0.009163,751.0,540.9,321.8,67.02,-4.397,0
18.7,0.1569,0.01083,180.7,0.002814,0.1085,0.02798,37.48,22.27,289.2,0.0001412,585.6,584.2,744.2,60.39,1.435,33.49,0.2336,0.009014,1619.0,0.006455,0.2724,0.4696,82.49,188.0,2099.0,0.009103,1289.0,1047.0,631.3,107.1,-3.667,0
16.41,0.1558,0.006604,262.2,0.002145,0.07873,0.05554,35.29,47.62,60.68,7.478e-05,551.4,512.9,311.2,49.11,1.274,21.01,0.1569,0.005144,1574.0,0.005623,0.2326,0.582,59.57,177.6,1322.0,0.009383,930.8,656.4,205.8,58.68,-3.691,0
22.79,0.2129,0.002855,203.8,0.001569,0.05981,0.03821,46.45,16.54,45.29,0.0001607,725.7,712.1,589.0,44.55,1.265,28.41,0.1876,0.00238,1629.0,0.003782,0.1534,0.4891,65.55,150.0,642.1,0.009206,1024.0,887.7,542.8,54.96,-3.943,0
13.07,0.1171,0.007216,171.0,0.002716,0.09622,0.03936,27.65,5.469,95.56,0.0001018,432.1,408.4,429.3,59.6,1.361,21.05,0.138,0.007745,1551.0,0.007172,0.294,0.582,63.12,150.6,2352.0,0.009347,986.3,657.7,298.9,65.06,-3.451,0
22.87,0.1953,0.0102,170.8,0.002726,0.0987,0.0877,42.03,6.546e-13,299.9,0.0001194,656.8,714.6,577.1,74.12,1.383,38.5,0.2747,0.008105,1625.0,0.00572,0.2508,0.5882,95.64,178.6,1799.0,0.009484,1494.0,1203.0,494.5,125.4,-3.602,0
16.37,0.151,0.01356,177.1,0.003378,0.1191,0.03695,34.3,4.269e-13,196.7,0.0003086,535.9,511.7,467.5,61.64,1.395,26.5,0.185,0.009588,1585.0,0.006035,0.2486,0.593,71.63,220.6,1710.0,0.009837,1119.0,828.2,408.3,85.27,-3.396,0
18.33,0.1688,0.003137,187.8,0.002722,0.1046,0.07346,38.55,16.34,436.9,0.0004495,602.4,572.8,438.9,44.08,1.393,21.84,0.1358,0.002426,1715.0,0.005172,0.2065,0.4963,52.85,215.5,1392.0,0.009537,825.7,682.4,465.6,60.7,-4.334,0
9.728,0.07394,0.002568,212.4,0.001738,0.06579,0.06388,20.67,4.269e-13,75.28,0.0002193,323.0,304.0,405.3,35.8,1.275,24.68,0.1429,0.001991,1732.0,0.005015,0.2004,0.4796,56.62,220.6,1087.0,0.009478,884.8,771.2,630.3,84.23,-4.455,0
27.01,0.1786,0.01537,218.4,0.003379,0.1212,0.03063,52.39,41.28,698.9,0.0002637,818.6,844.0,898.2,64.2,1.251,22.17,0.1444,0.008888,1604.0,0.007362,0.2985,0.5075,54.6,157.1,2441.0,0.009432,853.1,692.9,381.2,66.89,-3.452,0
23.95,0.1937,0.003024,180.1,0.002109,0.0716,0.0785,47.9,4.269e-13,130.9,0.0002574,748.5,748.4,546.1,54.63,1.363,18.67,0.1283,0.002162,1576.0,0.004301,0.1635,0.4913,53.03,220.6,664.9,0.009794,828.6,583.6,197.6,42.58,-4.243,0
18.08,0.1857,0.004358,163.9,0.001468,0.05327,0.03322,36.59,4.508,39.17,6.148e-05,571.8,565.1,468.1,58.22,1.252,32.19,0.2493,0.005518,1588.0,0.005626,0.25,0.5443,83.92,188.1,1640.0,0.009105,1311.0,1006.0,453.0,121.5,-3.766,0
23.7,0.1719,0.008089,223.7,0.002723,0.0978,0.03497,45.66,16.48,51.31,0.0001736,713.4,740.7,684.6,56.31,1.44,22.67,0.1393,0.004627,1622.0,0.005032,0.2014,0.5831,52.82,218.0,1089.0,0.009607,825.3,708.3,447.1,55.84,-3.956,0
19.31,0.1503,0.004684,172.1,0.001983,0.07612,0.02598,38.27,34.17,188.8,0.0001474,598.0,603.4,730.8,62.75,1.173,35.95,0.2328,0.004295,1620.0,0.00489,0.213,0.4771,87.32,203.7,1137.0,0.009186,1364.0,1123.0,680.3,120.2,-3.733,0
16.27,0.1512,0.009874,196.0,0.002603,0.08179,0.03274,35.17,6.102,44.98,3.157e-05,549.5,508.6,253.1,66.43,1.236,25.51,0.1796,0.009698,1527.0,0.008436,0.3637,0.3945,67.13,213.8,3486.0,0.009043,1049.0,797.3,236.2,78.66,-3.447,0
20.44,0.1841,0.005242,211.9,0.002597,0.09711,0.07086,42.21,4.269e-13,592.9,0.001041,659.6,638.8,481.6,64.41,1.458,21.18,0.1514,0.003567,1590.0,0.004821,0.1928,0.4794,57.3,220.6,1220.0,0.01001,895.3,661.9,276.8,59.74,-4.252,0
12.1,0.09085,0.003315,178.2,0.001652,0.06766,0.04914,21.54,37.06,38.94,0.0001488,336.6,378.2,429.1,57.84,1.263,34.76,0.2677,0.003754,1518.0,0.004304,0.1967,0.4486,89.79,200.8,1010.0,0.009135,1403.0,1086.0,393.8,142.1,-3.883,0
14.11,0.1184,0.003312,160.4,0.001414,0.05641,0.03664,31.06,6.814,60.41,6.774e-05,485.2,441.1,665.7,58.45,1.192,36.19,0.2663,0.004195,1597.0,0.005084,0.2257,0.4479,92.33,219.5,1276.0,0.009055,1443.0,1131.0,610.2,144.2,-3.93,0
10.95,0.08368,0.002554,182.6,0.001672,0.06518,0.06888,25.13,14.1,99.54,0.0007368,392.7,342.0,377.1,31.23,1.437,19.74,0.1231,0.001182,1687.0,0.002343,0.09366,0.5782,49.41,207.0,316.9,0.0114,772.0,616.8,433.8,64.24,-5.041,0
6.088,0.04924,0.001919,183.2,0.001189,0.04194,0.03793,16.14,4.269e-13,13.12,8.923e-05,252.1,190.2,222.9,34.36,1.388,12.68,0.07757,0.001463,1571.0,0.003247,0.129,0.5364,35.9,220.6,446.9,0.009318,561.0,396.2,246.3,50.41,-4.337,0
10.39,0.1042,0.005892,163.0,0.001791,0.06352,0.0419,22.74,1.67,43.8,6.69e-05,355.4,324.7,528.6,45.58,1.279,25.56,0.1756,0.006228,1595.0,0.006252,0.2647,0.5161,71.75,208.6,1871.0,0.009163,1121.0,798.7,436.4,89.39,-3.792,0
8.156,0.07588,0.004406,160.6,0.001477,0.04964,0.03763,16.28,4.269e-13,76.62,4.476e-05,254.4,254.9,409.8,39.67,1.242,19.67,0.1252,0.005897,1630.0,0.006993,0.2865,0.497,57.48,220.6,2297.0,0.009067,898.1,614.6,360.1,69.4,-4.04,0
12.35,0.1386,0.005151,186.7,0.00198,0.06917,0.03449,27.36,3.432,35.56,4.618e-05,427.5,385.9,373.2,37.55,1.179,22.27,0.1486,0.005816,1626.0,0.006716,0.2725,0.4944,62.74,220.1,2028.0,0.009042,980.3,695.8,374.5,64.51,-3.732,0
24.28,0.2093,0.003932,169.0,0.001618,0.05384,0.04469,50.7,1.888,144.1,6.688e-05,792.2,758.8,455.7,54.72,1.218,24.45,0.1696,0.003938,1585.0,0.005805,0.2376,0.5407,67.47,220.3,1477.0,0.009197,1054.0,764.2,321.8,65.4,-4.035,0
16.56,0.1208,0.01017,178.2,0.002906,0.1068,0.03728,34.15,4.269e-13,356.8,0.0002033,533.6,517.6,525.3,43.64,1.186,18.71,0.1106,0.008508,1584.0,0.007563,0.3079,0.5247,52.51,220.6,3161.0,0.009243,820.4,584.6,270.5,54.36,-3.554,0
14.0,0.1312,0.01246,164.0,0.002844,0.09968,0.09156,31.62,18.34,169.5,0.0004158,494.1,437.4,345.8,47.87,1.383,23.13,0.151,0.005819,1553.0,0.005278,0.2198,0.6806,61.52,124.5,1532.0,0.01007,961.3,722.8,415.6,82.74,-4.026,0
30.33,0.2737,0.005991,171.9,0.002876,0.09341,0.05448,60.9,32.23,209.2,6.189e-05,951.5,947.7,717.4,94.6,1.269,37.17,0.2959,0.005124,1587.0,0.005772,0.2484,0.5738,96.75,142.6,1791.0,0.009557,1512.0,1162.0,300.3,99.6,-3.677,0
18.12,0.1523,0.007873,202.9,0.002867,0.1005,0.03177,38.19,17.78,150.7,0.0001903,596.7,566.3,365.6,58.08,1.157,25.95,0.1764,0.008907,1596.0,0.006788,0.2857,0.5382,69.03,134.6,2152.0,0.009342,1079.0,810.9,324.3,78.08,-3.253,0
31.97,0.2455,0.007514,183.6,0.002699,0.09103,0.02614,60.35,12.22,55.52,0.0001426,942.9,998.9,949.1,86.76,1.219,29.42,0.1979,0.007666,1604.0,0.00652,0.272,0.5689,76.44,211.4,1937.0,0.009028,1194.0,919.3,413.4,72.66,-3.45,0
11.46,0.09666,0.003154,168.4,0.001499,0.0568,0.04233,23.02,2.58,153.0,7.146e-05,359.8,358.1,508.3,48.92,1.198,25.92,0.19,0.003383,1647.0,0.004799,0.1995,0.5262,73.62,186.7,1053.0,0.00912,1150.0,809.9,423.7,87.19,-3.897,0
14.22,0.1348,0.007182,157.2,0.002712,0.09796,0.02081,29.61,20.48,205.1,0.0002012,462.7,444.3,406.9,45.01,1.118,23.84,0.1646,0.008351,1557.0,0.006469,0.2677,0.5486,62.92,198.6,1991.0,0.00914,983.1,745.1,391.2,78.42,-3.298,0
19.33,0.1714,0.0244,179.7,0.00301,0.1017,0.03468,40.17,36.78,55.67,3.717e-05,627.6,604.0,637.9,62.52,1.364,25.99,0.2018,0.01761,1581.0,0.01062,0.4353,0.5794,71.13,148.7,4990.0,0.009008,1111.0,812.0,339.1,68.16,-3.339,0
9.697,0.09881,0.005694,186.4,0.001574,0.05394,0.02971,22.92,6.106,34.69,2.92e-05,358.2,303.0,393.1,36.61,1.314,19.47,0.1333,0.007566,1653.0,0.008066,0.3291,0.4626,55.72,219.6,2840.0,0.009036,870.6,608.6,287.3,71.85,-3.804,0
18.25,0.2115,0.0017,172.2,0.001027,0.04355,0.04737,41.33,12.41,19.34,0.0001202,645.8,570.4,345.7,57.06,1.334,30.26,0.2474,0.001438,1605.0,0.003138,0.1347,0.5509,82.31,166.9,486.1,0.009122,1286.0,945.7,305.0,83.03,-4.506,0
35.49,0.2982,0.00359,193.1,0.001582,0.05993,0.03878,62.86,4.51,22.56,8.257e-05,982.2,1109.0,535.5,57.94,1.326,36.47,0.2549,0.003996,1549.0,0.004594,0.1983,0.5251,90.02,188.6,1052.0,0.009253,1407.0,1140.0,305.3,76.79,-3.762,0
21.77,0.241,0.003198,167.4,0.001156,0.04343,0.03051,46.05,4.269e-13,65.87,5.088e-05,719.6,680.4,577.1,62.13,1.316,33.34,0.2624,0.00378,1574.0,0.004599,0.1947,0.5295,94.67,220.6,957.2,0.009165,1479.0,1042.0,391.5,83.53,-4.128,0
11.04,0.1084,0.009832,189.1,0.002028,0.07486,0.02696,24.07,21.03,147.4,6.32e-05,376.1,344.9,583.7,43.91,1.285,26.26,0.1763,0.009201,1616.0,0.007385,0.3107,0.6021,71.23,200.0,2386.0,0.009052,1113.0,820.6,514.7,88.32,-3.539,0
16.73,0.1644,0.005702,161.0,0.001942,0.07483,0.03905,35.64,3.541,27.17,0.0001443,556.8,522.7,393.3,62.12,1.344,28.95,0.212,0.003608,1583.0,0.003773,0.1654,0.6469,82.34,209.5,697.1,0.01007,1287.0,904.7,331.9,104.7,-3.92,0
16.77,0.1463,0.006179,157.3,0.00228,0.09168,0.04041,32.68,3.329,119.3,0.0001713,510.7,524.1,660.0,77.63,1.387,36.81,0.2705,0.004976,1588.0,0.004876,0.2216,0.5628,96.38,207.2,1218.0,0.009581,1506.0,1150.0,509.7,135.7,-3.857,0
12.24,0.132,0.00382,176.5,0.001481,0.05176,0.03599,28.24,1.415,41.64,7.176e-05,441.3,382.4,179.0,35.47,1.306,15.08,0.09419,0.003052,1633.0,0.005596,0.2255,0.5468,44.36,220.4,1373.0,0.009086,693.2,471.1,262.4,48.83,-4.087,0
18.15,0.1321,0.005038,166.4,0.001743,0.06233,0.04351,37.3,4.463,34.33,9.646e-05,582.8,567.0,276.1,39.14,1.272,13.33,0.07148,0.002831,1601.0,0.005097,0.2024,0.567,38.52,197.6,1041.0,0.009151,601.9,416.5,237.9,37.95,-3.948,0
15.26,0.1414,0.005663,200.8,0.002014,0.07586,0.03924,33.86,8.966,67.76,0.0002416,529.0,476.9,399.1,43.63,1.361,18.09,0.1273,0.00301,1658.0,0.004319,0.1744,0.6139,51.48,134.9,774.8,0.009474,804.3,565.3,277.6,64.45,-4.138,0
16.89,0.1415,0.004558,178.9,0.001845,0.07023,0.05595,35.55,4.269e-13,143.7,0.0002185,555.5,527.8,697.3,65.77,1.357,31.93,0.2256,0.00375,1584.0,0.004221,0.1849,0.5728,84.18,220.6,754.5,0.009998,1315.0,997.7,561.0,111.7,-3.875,0
18.34,0.1582,0.006448,195.0,0.001757,0.06861,0.05164,36.89,5.692e-14,169.2,0.0001242,576.5,573.2,561.3,55.99,1.299,27.78,0.1971,0.004107,1580.0,0.004639,0.2016,0.5831,74.98,197.4,1123.0,0.009583,1172.0,868.1,389.9,99.85,-3.964,0
